search URL:,https://patents.google.com/?q=%22Hardy-Weinberg%22+AND+%28%22genetic+variant%22+OR+%22genetic+diagnosis%22+OR+%22genetic+analysis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2010144538-A1,Genemap of the human genes associated with schizophrenia ,Genizon Biosciences Inc.,"Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquin, Helene Fournier, Pascal Croteau, Nouzha Paquin, Daniel Dubois, Vanessa Bruat, Paul Van Eerdewegh, Jonathan Segal, Randall David Little, Tim Keith",2007-03-08,2008-03-10,2010-06-10,,https://patents.google.com/patent/US20100144538A1/en,https://patentimages.storage.googleapis.com/fe/63/6f/70e94de10a89f9/US20100144538A1-20100610-D00000.png
JP-4515524-B2,Normal-tension glaucoma disease susceptibility gene and use thereof ,株式会社メニコン,信久 水木,2008-11-27,2009-03-12,2010-08-04,2010-08-04,https://patents.google.com/patent/JP4515524B2/en,
US-2016053322-A1,Genetic markers associated with scoliosis and uses thereof ,"Lesa M. Nelson, Kenneth Ward","Lesa M. Nelson, Kenneth Ward",2006-07-03,2015-08-19,2016-02-25,,https://patents.google.com/patent/US20160053322A1/en,
CN-106434880-A,Primer for detecting simple type schizophrenia susceptibility and kit ,张建华,不公告发明人,2016-08-30,2016-08-30,2017-02-22,,https://patents.google.com/patent/CN106434880A/en,
JP-2013240344-A,Method for genetic analysis ,"Perlegen Sciences Inc, パーレジェン  サイエンス  インク．","David R Cox, デビッド  アール． コックス, Mark Mccamish, マーク マクカミッシュ",2004-03-05,2013-07-22,2013-12-05,,https://patents.google.com/patent/JP2013240344A/en,https://patentimages.storage.googleapis.com/a9/f3/84/493959dc575768/2013240344-6.png
US-2009155230-A1,Novel genes and markers in essential arterial hypertension ,Oy Jurilab Ltd,"Jukka T. Salonen, Juha-Matti Aalto, Pekka Uimari, Mia Pirskanen",2006-07-07,2007-07-05,2009-06-18,,https://patents.google.com/patent/US20090155230A1/en,
EP-2625282-A1,Compositions and methods for diagnosing autism ,"The Johns Hopkins University, Integragen S.A., The General Hospital Corporation","Aravinda Chakravarti, Dan Eytan Arking, Mark Daly, Jerome Carayol, Francis Rousseau",2010-10-07,2010-10-08,2013-08-14,,https://patents.google.com/patent/EP2625282A1/en,
US-2010216655-A1,Sequence variants for inferring human pigmentation patterns ,Patrick Sulem,Patrick Sulem,2007-10-12,2008-10-13,2010-08-26,,https://patents.google.com/patent/US20100216655A1/en,https://patentimages.storage.googleapis.com/61/76/d1/5f24c30f9bd5d2/US20100216655A1-20100826-D00000.png
EP-2584039-A1,Snp for predicting the sensitivity to anticancer targeted therapeutic formulation ,"The Asan Foundation, Korea Research Institute of Bioscience and Biotechnology","Jin Cheon Kim, Yong Sung Kim, Seon Young Kim, Dong Hyung Cho",2010-06-15,2010-12-08,2013-04-24,,https://patents.google.com/patent/EP2584039A1/en,https://patentimages.storage.googleapis.com/1c/bf/c2/457d3b6e7bb63c/imgf0001.png
US-2010009374-A1,Sire early selection for male fertility using single nucleotide polymorphisms (snps) of the dazl gene ,"Wansheng Liu, Aihua Wang","Wansheng Liu, Aihua Wang",2007-01-12,2008-01-11,2010-01-14,,https://patents.google.com/patent/US20100009374A1/en,https://patentimages.storage.googleapis.com/f6/dc/67/188ce048edd2ed/US20100009374A1-20100114-D00000.png
US-2023115835-A1,"Genetic polymorphisms associated with stroke, methods of detection and uses thereof ",Celera Corporation,"May Luke, James J. Devlin",2008-02-20,2022-06-27,2023-04-13,,https://patents.google.com/patent/US20230115835A1/en,https://patentimages.storage.googleapis.com/71/82/d7/e488cd481c4878/US20230115835A1-20230413-D00001.png
US-2022177969-A1,Methods for Detecting an increased risk for coronary heart disease ,"Board Of Regents, The University Of Texas System","Jonathan C. Cohen, Helen H. Hobbs",2007-05-02,2021-09-13,2022-06-09,,https://patents.google.com/patent/US20220177969A1/en,https://patentimages.storage.googleapis.com/55/b7/9e/38ae35eab742c4/US20220177969A1-20220609-D00001.png
US-2009186347-A1,Markers for metabolic syndrome ,"Cox David R, Frazer Kelly A, Hinds David A, Hyde Craig L, Thompson John F","David R. Cox, Kelly A. Frazer, David A. Hinds, Craig L. Hyde, John F. Thompson",2007-05-11,2008-05-09,2009-07-23,,https://patents.google.com/patent/US20090186347A1/en,https://patentimages.storage.googleapis.com/dc/8f/38/e6f32c5aff2e62/US20090186347A1-20090723-D00001.png
US-7901885-B2,Genes and markers in type 2 diabetes and obesity ,Dsm Ip Assets B.V.,"Jukka T. Salonen, Jelena Hyppönen, Jari Kaikkonen, Mia Pirskanen, Pekka Uimari, Juha-Matti Aalto",2006-05-09,2007-05-09,2011-03-08,2011-03-08,https://patents.google.com/patent/US7901885B2/en,
WO-2007032496-A1,Method for determination of risk of type 2 diabetes ,The University Of Tokushima,"Mitsuo Itakura, Hiroshi Inoue, Maki Moritani, Toshihito Tanahashi, Yuka Yamaguchi",2005-09-16,2006-09-15,2007-03-22,,https://patents.google.com/patent/WO2007032496A1/en,
WO-2006099142-A2,Prognostic method for vascular diseases ,"The Trustees Of Boston University, Children's Medical Cneter Corporation","Paola Sebastiani, Clinton T. Baldwin, Martin H. Steinberg, Marco F. Ramoni",2005-03-10,2006-03-10,2006-09-21,,https://patents.google.com/patent/WO2006099142A2/en,
US-2010120627-A1,Genemap of the human genes associated with psoriasis ,"Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquian, Quynh Nguyen-Huu, Pascal Croteau, Rene Allard, Randall David Little, Johanne Cousineau, Sophie Debrus, Tim Keith, Natali Henderson, Daniel Dubois, Paul Van Eerdewegh, Jonathan Segal","Abdelmajid Belouchi, John Verner Raelson, Walter Edward Bradley, Bruno Paquian, Quynh Nguyen-Huu, Pascal Croteau, Rene Allard, Randall David Little, Johanne Cousineau, Sophie Debrus, Tim Keith, Natali Henderson, Daniel Dubois, Paul Van Eerdewegh, Jonathan Segal",2006-08-02,2006-08-02,2010-05-13,,https://patents.google.com/patent/US20100120627A1/en,https://patentimages.storage.googleapis.com/c4/d7/d0/6e5f87a20c0110/US20100120627A1-20100513-D00001.png
US-11041209-B2,"Genetic polymorphisms associated with myocardial infarction, methods of detection and uses thereof ",Celera Corporation,"Olga Iakoubova, James J. Devlin",2002-12-20,2019-12-19,2021-06-22,2021-06-22,https://patents.google.com/patent/US11041209B2/en,https://patentimages.storage.googleapis.com/c8/27/11/4b6ebc3f37d73a/US11041209-20210622-D00001.png
WO-2009105543-A1,A mutation in the regulatory region of gjb2 mediates neonatal hearing loss within dfnb1 ,Med-El Elektromedizinische Geraete Gmbh,"Trevor Lucas, Klemens Frei, Wolf-Dieter Baumgartner",2008-02-19,2009-02-19,2009-08-27,,https://patents.google.com/patent/WO2009105543A1/en,
DK-2414543-T3,Genetic markers for risk management of atrial fibrillation and stroke ,Decode Genetics Ehf,"Hilma Holm, Daniel Gudbjartsson",2009-04-03,2010-03-30,2017-01-23,2017-01-23,https://patents.google.com/patent/DK2414543T3/en,
US-9371565-B2,"Genetic polymorphisms associated with psoriasis, methods of detection and uses thereof ",Celera Corporation,"Ann Begovich, Ellen Beasley, Michelle CARGILL, Steven Schrodi",2006-09-11,2015-01-26,2016-06-21,2016-06-21,https://patents.google.com/patent/US9371565B2/en,
US-2009305246-A1,Schizophrenia associated genes and markers ,"Bernard Lerer, Daniela Zalcenstein, Kyra Kanyas","Bernard Lerer, Daniela Zalcenstein, Kyra Kanyas",2005-10-17,2006-10-17,2009-12-10,,https://patents.google.com/patent/US20090305246A1/en,https://patentimages.storage.googleapis.com/9d/61/68/012a0b542a2293/US20090305246A1-20091210-D00001.png
US-2009104620-A1,Simplified Method of Determining Predisposition to Scoliosis ,"Axial Biotech, Inc.","Michael R. Schramm, James W. Ogilvie, Lesa M. Nelson, Ward Kenneth, Rakesh N. Chettier",2007-07-03,2008-12-18,2009-04-23,,https://patents.google.com/patent/US20090104620A1/en,https://patentimages.storage.googleapis.com/08/92/19/a472aeff1d0b06/US20090104620A1-20090423-D00000.png
US-8785128-B2,Genetic diagnosis of hepatic steatosis ,"Board Of Regents, The University Of Texas System","Helen H Hobbs, Jonathan C Cohen",2008-09-04,2012-11-26,2014-07-22,2014-07-22,https://patents.google.com/patent/US8785128B2/en,
US-11649503-B2,"Methods and compositions for risk prediction, diagnosis, prognosis, and treatment of pulmonary disorders ",National Jewish Health,"David A. Schwartz, Max Seibold",2010-01-26,2020-11-06,2023-05-16,2023-05-16,https://patents.google.com/patent/US11649503B2/en,https://patentimages.storage.googleapis.com/aa/07/99/164646ff5836b1/US11649503-20230516-D00001.png
US-2023279505-A1,Methods and materials for canine breed identification ,Fred Hutchinson Cancer Center,"Elaine Ostrander, Leonid Kruglyak, Heidi G. Parker, Lisa V. Kim, Matthew Stephens, Tiffany B. Malek, Nathan B. Sutter, Scott Carlson",2003-12-17,2022-12-08,2023-09-07,,https://patents.google.com/patent/US20230279505A1/en,https://patentimages.storage.googleapis.com/cb/00/f5/51b4f8a51a756d/US20230279505A1-20230907-D00000.png
US-2010131285-A1,Actn3 genotype screen for athletic performance ,Genetic Technologies Limited,Kathryn Nance North,2002-09-14,2009-09-23,2010-05-27,,https://patents.google.com/patent/US20100131285A1/en,https://patentimages.storage.googleapis.com/e4/a5/57/7e8f290259404c/US20100131285A1-20100527-D00001.png
US-2010092959-A1,Single nucleotide polymorphisms as genetic markers for childhood leukemia ,"Medical Diagnostic Laboratories, Llc","Mehmet Tevfik Dorak, Esma Ucisik-Akkaya, Thuy Ngoc Do, Charronne Davis, Brittany Morrison",2008-06-03,2009-06-03,2010-04-15,,https://patents.google.com/patent/US20100092959A1/en,https://patentimages.storage.googleapis.com/6c/69/2b/a4342decd2a9b4/US20100092959A1-20100415-D00001.png
CN-101668865-B,Genetic susceptibility variants associated with cardiovascular disease ,解码遗传学私营有限责任公司,"安娜·海尔格多蒂尔, 古德玛尔·索尔莱夫松, 安德烈·马诺列斯库",2007-02-21,2008-02-21,2015-05-06,2015-05-06,https://patents.google.com/patent/CN101668865B/en,
CN-101784675-B,"Genetic variants on CHR 15Q24 as markers for use in diagnosis, prognosis and treatment of exfoliation syndrome and glaucoma ",解码遗传学私营有限责任公司,"古德马尔·索尔莱夫松, 克里斯廷·P·马格努松",2007-06-13,2008-06-13,2014-10-29,2014-10-29,https://patents.google.com/patent/CN101784675B/en,
WO-2020061072-A1,Method of characterizing a neurodegenerative pathology ,"Vivid Genomics, Inc.","Michael NALLS, Marcel VAN DER BRUG, Julie COLLENS, Ilya CHORNY",2018-09-18,2019-09-17,2020-03-26,,https://patents.google.com/patent/WO2020061072A1/en,
JP-6749431-B2,"Genetic polymorphisms associated with cardiovascular disorders and drug response, their detection methods and uses ","セレラ コーポレーション, セレラ  コーポレーション","カーギル ミシェル, カーギル ミシェル, イアコウボバ オルガ, イアコウボバ オルガ, ジェイ． デブリン ジェイムズ, ジェイ．  デブリン ジェイムズ, 善太 土橋, 善太 土橋, ショー ピーター, ショー ピーター, マリー プラウマン リン, マリー  プラウマン リン, イー． ゼルバ キム, イー．  ゼルバ キム, コウスチュブ ラナデ, コウスチュブ ラナデ, キルシュゲスナー トッド, キルシュゲスナー トッド",2003-11-26,2019-01-15,2020-09-02,2020-09-02,https://patents.google.com/patent/JP6749431B2/en,
US-2007072232-A1,Identification of genetic components of drug response ,"Variagenics, Inc. A Delaware Corporation",Vincent Stanton,2000-01-21,2006-11-28,2007-03-29,,https://patents.google.com/patent/US20070072232A1/en,
US-2007172853-A1,"Use of deletion polymorphisms to predict, prevent, and manage histoincompatibility ",The General Hospital Corporation,"Steven McCarroll, David Altshuler",2005-12-02,2006-12-04,2007-07-26,,https://patents.google.com/patent/US20070172853A1/en,https://patentimages.storage.googleapis.com/77/e5/47/dedae4325991c2/US20070172853A1-20070726-D00001.png
US-2006177863-A1,Biallelic markers for use in constructing a high density disequilibrium map of the human genome ,Serono Genetics Institute S. A.,"Daniel Cohen, Ilya Chumakov, Marta Blumenfeld",1998-04-21,2006-03-08,2006-08-10,,https://patents.google.com/patent/US20060177863A1/en,https://patentimages.storage.googleapis.com/d0/b7/99/1cb8e0bd475712/US20060177863A1-20060810-D00001.png
KR-102252926-B1,Genetic markers for antipsychotic induced weight gain and methods for use thereof ,센터 포 어딕션 앤드 멘탈 헬스,"클레멘트 씨. 자이, 제임스 엘. 케네디, 다니엘 제이. 뮬러",2013-10-17,2014-10-17,2021-05-20,2021-05-20,https://patents.google.com/patent/KR102252926B1/en,
US-2009035768-A1,Method of Determining Predisposition to Scoliosis and Uses Thereof ,"Axial Biotech, Inc.","Lesa M. Nelson, Kenneth Ward",2007-09-11,2007-12-31,2009-02-05,,https://patents.google.com/patent/US20090035768A1/en,
US-2012258884-A1,Method of Determining Predisposition to Scoliosis ,"Axial Biotech, Inc.","Michael R. Schramm, James W. Ogilvie, Lesa M. Nelson, Kenneth Ward, Rakesh N. Chettier",2004-10-28,2012-06-19,2012-10-11,,https://patents.google.com/patent/US20120258884A1/en,https://patentimages.storage.googleapis.com/df/aa/fe/b6f77e0f07a5b2/US20120258884A1-20121011-D00001.png
US-2013315894-A1,"Genetic polymorphisms associated with rheumatoid arthritis, metods of detection and uses thereof ",Celera Corporation,"Steven J. Schrodi, Ann B. Begovich",2007-09-05,2012-09-28,2013-11-28,,https://patents.google.com/patent/US20130315894A1/en,https://patentimages.storage.googleapis.com/c0/5e/4c/613cbfb7635315/US20130315894A1-20131128-D00001.png
JP-5491400-B2,Method and system for genome analysis using ancestor data ,ナビジェニクス  インコーポレイティド,"エー． ステファン，ディートリッチ, ウェッセル，ジェニファー, カーギル，ミシェル, ハルペリン，エラン",2007-09-26,2008-09-26,2014-05-14,2014-05-14,https://patents.google.com/patent/JP5491400B2/en,https://patentimages.storage.googleapis.com/b0/c9/ab/c135f623ff6005/0005491400-31.png
JP-5662293-B2,SNP for diagnosing attention deficit / hyperactivity disorder and microarray and kit including the same ,"コリア アドバンスド インスティチュート オブ サイエンス アンド テクノロジィ, コリア  アドバンスド  インスティチュート  オブ  サイエンス  アンド  テクノロジィ, エスエヌユー アールアンドディービー ファウンデーション, エスエヌユー  アールアンドディービー  ファウンデーション","チャンウォン カン、, チャンウォン カン、, ユンジュン キム、, ユンジュン キム、, ジェウォン キム、, ジェウォン キム、, ユンジン キム、, ユンジン キム、, ヒェジョン ウォン、, ヒェジョン ウォン、, ウォン マ、, ウォン マ、, スチョル チョ、, スチョル チョ、",2011-09-20,2011-10-14,2015-01-28,2015-01-28,https://patents.google.com/patent/JP5662293B2/en,
JP-5686333-B2,Genetic risk detection method for myocardial infarction ,"Ｇ＆Ｇサイエンス株式会社, 公益財団法人岐阜県研究開発財団, 山田　芳司, 芳司 山田","山田　芳司, 芳司 山田, 義則 野澤, 義則 野澤, 岳史 武安, 岳史 武安",2006-02-02,2006-10-24,2015-03-18,2015-03-18,https://patents.google.com/patent/JP5686333B2/en,
KR-20210115882-A,Personalized healthcare system based on genetic analysis data and lifestyle data ,주식회사 테라젠바이오,"황태순, 홍경원, 최자은",2020-03-16,2020-03-16,2021-09-27,,https://patents.google.com/patent/KR20210115882A/en,https://patentimages.storage.googleapis.com/50/68/6e/f9b8981b92b6f1/pat00012.png
JP-WO2015037681-A1,Test method and determination kit for determining the risk of antithyroid drug-induced agranulocytosis ,"国立大学法人京都大学, 公立大学法人和歌山県立医科大学, 伊藤　公一, 伊藤  公一, 医療法人神甲会, 東洋鋼鈑株式会社","松田　文彦, 文彦 松田, 知可史 寺尾, 知可史 寺尾, 尚史 赤水, 尚史 赤水, 弘 吉村, 弘 吉村, 昭 宮内, 昭 宮内",2013-09-11,2014-09-11,2017-03-02,,https://patents.google.com/patent/JPWO2015037681A1/en,
US-2019218616-A1,METHODS OF PREDICTING MEDICALLY REFRACTIVE ULCERATIVE COLITIS (mrUC) REQUIRING COLECTOMY ,Cedars-Sinai Medical Center,"Jerome I. Rotter, Kent D. Taylor, Stephan R. Targan, Talin Haritunians, Dermot P. McGovern, Xiuqing Guo, Philip Fleshner",2008-12-24,2019-03-27,2019-07-18,,https://patents.google.com/patent/US20190218616A1/en,https://patentimages.storage.googleapis.com/e0/48/dc/3cd88e9ef99b2d/US20190218616A1-20190718-D00001.png
JP-2009515557-A,Diagnosis and treatment of cardiovascular disease ,インターロイキン  ジェネティクス，  インコーポレイテッド,"ケニス  エス． コーンマン，, キャサリン マルティネス，, シェイラ  イー． フランシス，, デイビッド  シー． クロスマン，, ゴードン，  ダブリュー． ダフ",2005-11-17,2006-11-17,2009-04-16,,https://patents.google.com/patent/JP2009515557A/en,https://patentimages.storage.googleapis.com/e4/e5/9e/1bba52b4f446fd/2009515557-29.png
US-2009035769-A1,Genetic Markers Associated with Scoliosis and Uses Thereof ,"Nelson Lesa M, Kenneth Ward","Lesa M. Nelson, Kenneth Ward",2007-12-31,2007-12-31,2009-02-05,,https://patents.google.com/patent/US20090035769A1/en,
CN-101437960-A,Markers for addiction ,佩勒根科学有限公司,"丹尼斯·巴林杰, 卡雷尔·康维卡, 劳拉·J·比拉特, 约翰·赖斯, 斯科特·萨康尼",2006-03-01,2007-03-01,2009-05-20,,https://patents.google.com/patent/CN101437960A/en,https://patentimages.storage.googleapis.com/0b/c2/87/7b8038ac701df1/A200780015884E01261.png
KR-20130016013-A,Genetic polymorphic markers for determining type of white skin and use thereof ,주식회사 엘지생활건강,"민경인, 송혜진, 곽택종, 장민열, 강내규, 박선규, 이천구, 이영",2011-08-03,2011-09-29,2013-02-14,,https://patents.google.com/patent/KR20130016013A/en,https://patentimages.storage.googleapis.com/92/72/87/a84d1c4a293c11/pat00162.png
EP-2508602-B1,Hair shape susceptibility gene ,Kao Corporation,"Hiroyuki Taguchi, Hiroshi Yoshida, Chie Fuse, Tadao Arinami",2009-10-05,2010-10-05,2017-02-15,2017-02-15,https://patents.google.com/patent/EP2508602B1/en,https://patentimages.storage.googleapis.com/64/a9/25/d2e40af4eec3a4/imgf0001.png
US-2006166259-A1,APM1 biallelic markers and uses thereof ,Serono Genetics Institute S.A.,"Lydie Bougueleret, Bernard Bihain, Blake Denison, Frances Yen-Potin",1998-11-04,2006-03-28,2006-07-27,,https://patents.google.com/patent/US20060166259A1/en,https://patentimages.storage.googleapis.com/48/56/f4/b086d87846dfb0/US20060166259A1-20060727-D00001.png
CN-102177436-B,Method of identifying disease risk factors ,金帆德尔制药股份有限公司,艾伦·D·罗塞斯,2008-08-12,2009-08-11,2015-05-13,2015-05-13,https://patents.google.com/patent/CN102177436B/en,
EP-2243842-A1,DCLK1 and cognitive ability and cognitive performance ,Bergen Teknologieverforing AS,"Stephanie Le Hellard, Vidar Martin Steen",2009-04-21,2009-04-21,2010-10-27,,https://patents.google.com/patent/EP2243842A1/en,https://patentimages.storage.googleapis.com/eb/98/8d/7ef42f73740723/imgf0001.png
KR-20190134121-A,Association of RNF213 single nucleotide polymorphism with the risk of Moyamoya disease in a Korean population ,의료법인 성광의료재단,"김남근, 박영석, 김옥준, 김정오",2018-05-25,2018-05-25,2019-12-04,,https://patents.google.com/patent/KR20190134121A/en,https://patentimages.storage.googleapis.com/bf/14/3c/b6ca70e177a60e/pat00016.png
KR-20220141658-A,Genetic polymorphic markers for determining skin color and use thereof ,주식회사 엘지생활건강,"서정연, 신중곤, 유승원",2021-04-13,2021-04-13,2022-10-20,,https://patents.google.com/patent/KR20220141658A/en,https://patentimages.storage.googleapis.com/29/02/73/d6b4b44544e660/pat00028.png
JP-5043985-B2,Normal-tension glaucoma disease susceptibility gene and use thereof ,株式会社メニコン,信久 水木,2008-11-27,2010-05-12,2012-10-10,2012-10-10,https://patents.google.com/patent/JP5043985B2/en,
WO-2015127379-A1,Methods and compositions for personalized pain management ,Children's Hospital Medical Center,Senthilkumar SADHASIVAM,2014-02-24,2015-02-23,2015-08-27,,https://patents.google.com/patent/WO2015127379A1/en,
DK-2121979-T3,Genetic markers for risk management of cardiac arrhythmia ,Decode Genetics Ehf,"Anna Helgadottir, Daniel Gudbjartsson",2006-12-05,2007-12-05,2017-09-25,2017-09-25,https://patents.google.com/patent/DK2121979T3/en,
WO-2024182491-A1,Polygenic risk estimator for cervical length change during pregnancy ,Virginia Commonwealth University,"Timothy York, Jerome Strauss",2023-02-28,2024-02-28,2024-09-06,,https://patents.google.com/patent/WO2024182491A1/en,
EP-2061910-B1,Prognostic method ,"Progenika Biopharma, S.A., Juste S.A.Q.F.","Arrate Eguiara, Diego TEJEDOR HERNÁNDEZ, Antonio MARTÍNEZ MARTÍNEZ, Laureano SIMÓN BUELA",2006-07-12,2007-07-12,2011-10-19,2011-10-19,https://patents.google.com/patent/EP2061910B1/en,https://patentimages.storage.googleapis.com/3c/f7/2a/7372b82669ef65/imgf0001.png
DK-2220256-T3,An in vitro method for the diagnosis of skin cancer ,Assist Publ Hopitaux De Paris,Nadem Soufir,2007-11-21,2008-11-21,2014-03-17,2014-03-17,https://patents.google.com/patent/DK2220256T3/en,
US-2011207124-A1,Genetic Alterations Associated with Autism and the Autistic Phenotype and Methods of Use Thereof for the Diagnosis and Treatment of Autism ,"Hakon Hakonarson, Joseph Glessner, Jonathan Bradfield, Struan Grant, Haitao Zhang, Kai Wang","Hakon Hakonarson, Joseph Glessner, Jonathan Bradfield, Struan Grant, Haitao Zhang, Kai Wang",2008-02-20,2009-02-20,2011-08-25,,https://patents.google.com/patent/US20110207124A1/en,https://patentimages.storage.googleapis.com/61/77/d0/270e3b37295375/US20110207124A1-20110825-D00001.png
CA-2689631-A1,Genetic markers associated with endometriosis and use thereof ,"Juneau Biosciences, Llc, Kenneth Ward, Hans Albertsen","Kenneth Ward, Hans Albertsen",2007-06-11,2008-06-06,2008-12-18,,https://patents.google.com/patent/CA2689631A1/en,
KR-20110053995-A,Methods and systems for planning individual activities ,네이비제닉스 인크.,"스테펜 엠 무어, 마이클 에이 니렌버그, 신 이 조지, 로리 에이 고머",2008-08-08,2009-08-07,2011-05-24,,https://patents.google.com/patent/KR20110053995A/en,https://patentimages.storage.googleapis.com/ae/a9/0d/77ba0f780c170b/pct00108.png
US-2008275728-A1,Method for Personalized Diet Design for Females of Asian Origin ,Trustees Of Tufts College,Jose M. Ordovas,2005-10-05,2006-10-05,2008-11-06,,https://patents.google.com/patent/US20080275728A1/en,https://patentimages.storage.googleapis.com/00/55/e9/708c89c4ed0c90/US20080275728A1-20081106-D00001.png
